"","X.2","X.1","X","id","resourceType","title","description","startDate","endDate","lat","lon","documentType","author","Evacuated","Homeless","Injuries","Deaths","Insured.Cost","Train.s..damaged","Train.s..destroyed","Home.s..damaged","Home.s..destroyed","Building.s..damaged","Building.s..destroyed","Ind.Premises.destroyed","Com.Premises.damaged","Com.Premises.destroyed","Bridge.s..damaged","Bridge.s..destroyed","Aircraft.damaged","Aircraft.destroyed","Motor.Vehicle.s..damaged","Motor.Vehicle.s..destroyed","Water.vessel.s..damaged","Water.vessel.s..destroyed","Business.es..damaged","Business.es..destroyed","Farm.s..damaged","Farm.s..destroyed","Crop.s..destroyed","Livestock.destroyed","Government.assistance","regions","subjects","url","resourceUrl","Disasterlength","buildingdestroyedordamaged","Vehiclesdamagedordestroyed"
"147",147,147,386,391,"Disaster Event","Storm/Flood","In March 2004, tropical cyclones Grace, Monty, Nicky, Fay, Oscar and Evan affected several regions of Australia. Wide spread flooding occurred in Queensland, Western Australia and the Northern Territory. Severe thunderstorms with high rainfall totals, flash flooding and hail were reported in most states over the course of the month. Damage to property, infrastructure and power supplies occurred.  A tropical low developed on 2 March and moved south-west bringing strong to gale force winds, large seas and heavy rain to south-east Queensland and northern New South Wales. Rainfall totals in several east coast locations was more than 200 mm in 24 hours. There were three fatalities associated with this event: one person drowned in Queensland and two people drowned in New South Wales.  In Western Australia, Cyclone Monty weakened as it neared the northern coast but brought with it widespread rainfall over the Pilbara causing significant flooding.  In the Northern Territory, heavy rainfall associated with ex-tropical cyclone Evan affected the Arnhem, Darwin-Daly, Katherine and northern Victoria river districts, resulting in flooding in many catchments throughout the Top End. Residents were evacuated from flooded homes and businesses on the outskirts of Katherine on 4 March.","3/03/2004 0:00","3/31/2004 0:00",-28.80579758,153.2768707,NA,"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory;Queensland;New South Wales;Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=391",NA,28,0,0
"148",148,148,393,398,"Disaster Event","Storm/Flood","On 16 May 2005, a strong cold front caused widespread damage to Perth suburbs and parts of the south-west of the state. Several tornadoes occurred on the edge of the front causing serious damage to buildings and houses in the Bicton and Bunbury areas.  The Fire and Emergency Services Authority (FESA) described it as the worst storm in ten years. The SES received over 800 calls for assistance. Five schools were damaged and at Bicton Primary School the music room was ripped from its foundation.  In Bunbury the tornado caused substantial damage to buildings and residences. Heavy rain caused extensive flooding and traffic chaos with roads closed, including a main highway. Some parts of the south-west recorded up to 80 mm of rain in 24 hours.  In excess of 100,000 customers were left without power and the city was littered with downed power poles and live wires. Power was cut along the storm's path in areas such as Bicton, Fremantle, Canningvale, Kwinana and Armadale.  The Insurance Council of Australia estimated the 2005 damage at $53.2 million, with the 2011 normalised cost at $108 million.","5/16/2005 0:00","5/16/2005 0:00",-32.0274353,115.7822495,NA,"",0,0,0,0,53200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=398",NA,0,0,0
"149",149,149,400,405,"Disaster Event","Bushfire","During the period 30 November until 2 December, fires caused widespread damage in the Blue Mountains vicinity. The worst affected areas were Leura and Wentworth Falls, with other damage recorded at Megalong Valley, Lithgow and Jenolan Caves.  As a result of the fires, 158 buildings were destroyed and four people died. The damage was estimated at approximately &pound;1,000,000.","11/30/1957 0:00","12/04/1957 0:00",-33.71252823,150.3315277,NA,"",0,0,0,4,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=405",NA,4,158,0
"150",150,150,404,409,"Disaster Event","Cyclone/Tornado","A Tropical Cyclone crossed north of Cooktown on 19 January 1907.The damage caused by the cyclone included three churches, two schools, four halls, three hotels, several shops and many homes. A total of nine deaths were recorded.","1/19/1907 0:00","1/19/1907 0:00",-15.46823978,145.254364,NA,"",0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=409",NA,0,12,0
"151",151,151,406,411,"Disaster Event","Drought/Heatwave","Three people died in Townsville from heat stress as the city experienced record high temperatures of up to 45 degrees celcius.","1/06/1994 0:00","1/10/1994 0:00",-19.25743103,146.8178558,NA,"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=411",NA,4,0,0
"152",152,152,409,414,"Disaster Event","Storm/Flood","On 27 December, a cyclone passed through the Whitsunday Passage. The cyclone brought about heavy rainfall to Clermont, Sapphire and Peak Downs. Rivers including the Mackenzie, Comet, Nogoa and Barcoo were all subject to flooding. There was widespread damage, destruction to property and loss of stock. The lower part of Clermont was submerged, which resulted in Clermont being rebuilt on higher ground.  As a result of the flood, 61 people drowned.","12/27/1916 0:00","12/27/1916 0:00",-22.81669426,147.6480103,NA,"",0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=414",NA,0,0,0
"153",153,153,410,415,"Disaster Event","Storm/Flood","On 21 January 1977 severe thunderstorms spread over New South Wales, affecting mainly the Sydney regions of Bankstown and Richmond. Winds reached 124 km per hour and there was one fatality.  The Insurance Council of Australia estimated the 1977 damage at $15 million, with the 2011 estimated normalised cost of $244 million.","1/21/1977 0:00","1/21/1977 0:00",-33.80190277,150.9441681,NA,"",0,0,0,1,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=415",NA,0,0,0
"154",154,154,411,416,"Disaster Event","Storm/Flood","The Hunter Valley floods occurred as a result of heavy rainfall; over 250 mm between Nevertire and Dunedoo. Damage was widespread across the Hunter Valley and 24 deaths were recorded.  Over 40,000 people were evacuated from over 40 towns. In the Hunter Valley, around Singleton and Maitland, 15,000 residents were evacuated, 5,200 homes were flooded and 58 homes were destroyed or washed away.  The Castlereagh River reached a record height. At Gilgrandra, one third&nbsp;of the buildings were damaged and a hole&nbsp;torn in the main street was later found to contain two large semi-trailers.  The Namoi and Gwydir Valleys were devastated. Narrabri was completely isolated. Water up to 3 m deep covered some streets and approximately 1000 homes sustained water damage.","2/22/1955 0:00","2/28/1955 0:00",-31.82798195,147.7187347,NA,"",40000,15000,0,24,0,0,0,5200,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=416",NA,6,5258,0
"155",155,155,416,421,"Disaster Event","Cyclone/Tornado","Late on 6 January 1897 a cyclone built up in the city of Port Darwin, striking in the early hours of 7 January. Its peak was recorded at approximately 3.30 - 4.30am. Rainfall in Darwin during the passage of this cyclone was recorded at 292 mm. The cyclone was the largest recorded before Cyclone Tracy; it uplifted rooves, uprooted trees and telephone poles, and blew apart houses, destroying almost all of the buildings in Port Darwin by approximately 7.30 am. Eighteen pearling luggers, the government steam launch and three sampans were wrecked. Twenty-eight people were killed by the cyclone.  The Bureau of Meteorology estimated the costs to exceed &pound;150,000, in 1897 values.","01/06/1897 00:00:00","01/07/1897 00:00:00",-12.45970917,130.8193665,NA,"",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,"Northern Territory",NA,"http://www.emknowledge.gov.au/resource/?id=421",NA,1,0,22
"156",156,156,419,424,"Disaster Event","Storm/Flood","On 18 November 2001, severe thunderstorms affected many parts of eastern New South Wales. Most of the impact was felt at Nelson Bay, where thunderstorms and tornadoes occurred with winds reaching up to 150 km per hour. It was reported more than 100 buildings were damaged and several boats destroyed.  Significant damage also occurred in the Lower Hunter Valley and the Sydney metropolitan regions of Penrith, Richmond and Horsley Park from strong wind gusts. Approximately 2000 homes and 200 cars were damaged and three people were killed.  Wisemans Ferry reported hail 3 cm in diameter. More hail similar in size occurred at Bundarra, Ben Lomond (Northern Tablelands), and in Canberra small hail fell in the northern suburbs on the afternoon on 18 November.  The Insurance Council of Australia estimated the 2001 damage at $30 million, with the 2011 estimated normalised cost of $99 million.","11/18/2001 0:00","11/21/2001 0:00",-32.72064972,152.1438293,NA,"",0,0,0,3,3e+07,0,0,2000,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=424",NA,3,2000,200
"157",157,157,422,427,"Disaster Event","Bushfire","In 1984 New South Wales suffered its worst bushfire season in a decade. The season begun in early September 1984 and persisted into the following year finishing around February 1985, spanning just over five months. On Christmas Day 1984 more than 100 fires were started by lightning strikes with approximately 500,000 ha burnt. The biggest fire was in January at Cobar where around 516,000 ha was destroyed by fire. The bushfire season for 1984/1985 produced around 6000 separate incidents with a total of 3.5 million ha damaged.  The bushfires created widespread damage and heavy losses to farming communities, which included losses to crops, plantations, machinery and equipment as well as 40,000 livestock. The bushfires claimed the lives of four people.  The Insurance Council of Australia estimated the 1985 damage at $25 million, with the 2011 estimated normalised cost of $179 million.","9/01/1984 0:00","2/01/1985 0:00",-31.49797058,145.8381958,NA,"",0,0,0,4,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=427",NA,153,0,0
"158",158,158,423,428,"Disaster Event","Storm/Flood","Thunderstorms coupled with heavy rain occurred in the Sydney metropolitan area late 9 Apri 1998 and into the following day. Much of the reported damage was due to flash flooding. Hundreds of SES staff and volunteers worked to protect homes around the Narrabeen Lake area as water levels rose to a 15 year high. Three houses were evacuated as they were threatened by stormwater at the rear of their properties. Approximately 5,000 homes lost power after the heavy rains. One person drowned after being swept away in a swollen creek. Avalon and Belrose recorded rainfall levels in excess of 200 mm.  The Bureau of Meteorology advised the event was caused by an upper level system interacting with warm, moist onshore flow lifted by a trough off the coast.  The Insurance Council of Australia estimated the 1998 damage at $10 million, with the 2011 estimated normalised cost of $28 million.","4/09/1998 0:00","4/10/1998 0:00",-33.91579819,151.0357513,NA,"",0,0,0,1,1e+07,0,0,80,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=428",NA,1,95,0
"159",159,159,424,429,"Disaster Event","Storm/Flood","On 24 January 1991 a severe hailstorm occurred in Orbost.  The Insurance Council of Australia estimated the 1991 damage at $12 million, with the 2011 estimated normalised cost of $32 million.","1/24/1991 0:00","1/24/1991 0:00",-37.70148087,148.4568787,NA,"",0,0,0,0,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=429",NA,0,0,0
"160",160,160,428,433,"Disaster Event","Cyclone/Tornado","From 16-19 January 1950, a cyclone known as TC119 moved south from the Queensland gulf to Sydney as a Category 1 cyclone causing widespread damage. Seven people died in New South Wales.","1/16/1950 0:00","1/19/1950 0:00",-17.70944595,140.020752,NA,"",100,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales;Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=433",NA,3,0,0
"161",161,161,429,434,"Disaster Event","Cyclone/Tornado","Tropical Cyclone Nancy crossed the coast in New South Wales at Byron Bay and moved seawards which brought about high winds and heavy rainfall. Subsequent flooding affected rivers in the central and south-east regions including the Albert, Nerang, Logan, Paroo, Bulloo and Mary. Reports stipulated some areas received 530 mm of rain over a 24 hour period.  There was extensive damage to infrastructure including houses, roads and buildings as a result of cyclonic winds that recorded wind gusts of up to 60 - 70 knots.  Cyclone Nancy dumped&nbsp;a&nbsp;large amount of&nbsp;rain on Newcastle, which increased the rate of movement in some structures and prompted the discovery of leaks in buildings that had previously been considered structurally sound after the December&nbsp;1989 earthquake.  The Insurance Council of Australia estimated the 1990 damage caused by Cyclone Nancy&nbsp;at $33 million, with the 2011 estimated normalised cost of $197 million.","2/03/1990 0:00","2/07/1990 0:00",-28.63967705,153.6139374,NA,"",0,0,0,6,3.3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=434",NA,4,0,0
"162",162,162,434,439,"Disaster Event","Drought/Heatwave","Commencing in April 2000 much of the south-west and west of Western Australia experienced severe rainfall deficiencies. For the eight months from April to November, a large region of western Western Australia from Exmouth in the north to Albany and Esperance in the south, experienced generally severe rainfall deficits. The drought impacted severely on water inflow into dams and grain production.  The Federal Government in its 2002/2003 budget papers promised to provide up to $24 million over 3 years ($10.3 million in 2002-03) as exceptional circumstances assistance in nominated shires within the northern wheatbelt of Western Australia. Also the Government agreed to provide funding over three years (including $26.5 million in 2002-03) as Exceptional Circumstances assistance in nominated shires within the eastern Darling Downs area of south east Queensland and two areas in the south-eastern wheatbelt of Western Australia. The Government declared Exceptional Circumstances in the Western Australian areas on 3 August 2001 and south-east Queensland on 22 August 2001.","4/01/2000 0:00","8/22/2001 0:00",-21.93014717,114.1222,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=439",NA,508,0,0
"163",163,163,437,442,"Disaster Event","Bushfire","Victoria experienced more than 500 fires in January 2006, including the Deep Lead fire that started near Stawell on New Year's Eve. The fires with greatest impact on the Victorian community occurred in the Stawell (Deep Lead), Yea, Moondarra, Grampians, Kinglake and Anakie areas. In total four people died and six people were injured as a result of these fires.  Considerable losses and damage occurred to property and infrastructure:    Houses destroyed: 57 (19 of these principle residences)  Buildings: 359 farm buildings lost, including 39 woolsheds and 22 hay sheds  Stock losses: 64,265 (63,243 sheep, 557 cattle and 464 other stock) and over 2,500 commercial beehives  Area burnt: 160,000 hectares (60 percent public land, 40 per cent private&nbsp;land - Approximately 98,000 hectares of national parks and conservation areas and 6,000 hectares of State forest were burnt)  Fencing: 364 km of crown land boundary fencing and 2281 km of other boundary or internal fencing    &nbsp;  The firefighting effort included more than 5000 volunteers, paid personnel and a significant assistance from interstate. Also on the ground were government, volunteer, business and community organisations who were involved in fire suppression activities and facilitating recovery efforts.  The following municipalities were impacted by the significant fire events:    Ararat Rural City  Baw Baw Shire  Glenelg Shire  Golden Plains Shire  Greater Geelong City  Horsham Rural City  Latrobe City  Moorabool Shire  Moyne Shire  Murrindindi Shire  Northern Grampians Shire  South Gippsland Shire  Southern Grampians Shire    &nbsp;  Many local governments established emergency relief centres to provide initial support and shelter to evacuees during the fires and the establishment of recovery centres in Anakie, Ararat and Stawell after the fires had passed. Community meetings were undertaken, both pre-fire and during the fire events, which assisted in keeping the community informed.  The immediate effects of the fires were displacement of residents and tourists, closure of schools and loss of power supply to many properties. Longer term impacts include reduction in tourism trade; at least 112 staff were laid off as a result of the fires. The Wimmera Development Corporation estimated that tourism downturn resulting from the bushfire devastation will cost the Grampians regional economy up to $100 million.  The damage to environment and water catchments was significant. The Grampians and Gippsland fires had the greatest impact on water quality. Water authorities commenced both short-term and long-term risk management activities.  The Grampians fires also affected over 240 km of roads across the local and state road network. The most significant damage to the road network occurred on the forest road system, including 1200 km of forestry roads affected in the Grampian's National Park.  The Victorian State Government provided financial assistance to people affected by the fires and to assist with restoration of infrastructure and the environment.  The Insurance Council of Australia estimated the 2006 damage at $22.4 million, with the 2011 normalised cost of $28 million.","12/31/2005 0:00","1/31/2006 0:00",-37.0141716,142.7177734,NA,"",0,0,6,4,22400000,0,0,0,57,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64265,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=442",NA,31,416,0
"164",164,164,439,444,"Disaster Event","Storm/Flood","In February 1879, the Katherine and Daly rivers flooded, disrupting the Overland Telegraph and causing the deaths of six people.  &nbsp;","02/01/1879 00:00:00","02/01/1879 00:00:00",-14.46360493,132.2644043,NA,"",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory",NA,"http://www.emknowledge.gov.au/resource/?id=444",NA,0,0,0
"165",165,165,440,445,"Disaster Event","Cyclone/Tornado","On 20 February 1954, a tropical cyclone crossed over Coolangatta. While the cyclone occurred when weather patterns were unnamed, it was unofficially given the title The Great Gold Coast Cyclone. Serious structural damage to buildings occurred in Brisbane, Gold Coast and the Sunshine Coast.  A 0.64 m storm surge was recorded in Moreton Bay while at Beachmere the surge was much higher. Waves at Kirra brought 3 m of water onto the highway washing cars from the road.  As a result of the heavy rain, flooding which combined with the storm surge in the Nerang River caused many evacuations in the area, including people from MacIntosh Island.  Severe flooding also occurred in areas of New South Wales; Cudgen, Casino, Lismore, Murwillumbah, Grafton, Maclean, Clarence, Yamba, Kyogle and Bryon Bay.  The worst-hit areas were reported as Lismore, Casino, Kyogle, and Murwillumbah. The Richmond River rose&nbsp;approximately 1 m&nbsp;above the record 1949 flood level. Impacts to these areas included several thousand people displaced, crop and stock losses, residential and commercial premises damaged, and roads and other infrastructure destroyed.  In Byron Bay, the outer section of the jetty was swept away taking 22 vessels with it . The storm surge moved thorough Bryon Bay and flooded parts of the town.   The Bureau of Meteorology reports between 26 to 30 people died as a result of the flooding, severe winds and storm surges.","2/20/1954 0:00","2/24/1954 0:00",-28.16656685,153.538147,NA,"",0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,"Queensland;New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=445",NA,4,0,22
"166",166,166,441,446,"Disaster Event","Storm/Flood","On 13 October 1998 severe thunderstorms occurred in the area of Warwick. The impact of the storm included damage to 12 homes, commercial buildings, trees uprooted, and significant crop damage.  Later the same day storms occurred in the Brisbane area causing widespread damage to houses, buildings and trees being uprooted. Inner city rail services ceased operation for several hours. Brisbane Airport recorded significant wind gusts of up to 119 km per hour. Hail the size of golf balls were reported in the Brisbane and Gympie areas.  The Insurance Council of Australia estimated the 1998 damage at $23 million, with the 2011 estimated normalised cost of $80 million.","10/13/1998 0:00","10/13/1998 0:00",-33.91352081,150.9316711,NA,"",0,0,0,0,2.3e+07,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=446",NA,0,12,0
"167",167,167,443,448,"Disaster Event","Cyclone/Tornado","Severe tropical Cyclone Larry crossed the tropical north Queensland coast near Innisfail during the morning of 20 March 2006. Between Babinda and Tully, damage to infrastructure and crops was extensive, with the total estimated loss upwards of half a billion dollars.  In north-west Queensland, heavy rainfall from the cyclone caused several townships to be isolated for a number of days and, as a result, food drops were required and emergency supplies had to be delivered by helicopter. The banana industry in the region was almost wiped out, losing about 200,000 tonnes of fruit, worth about $300 million, representing approximately 80 percent of Australia's banana crop. The storm also destroyed at least $15 million worth of avocados.  The Insurance Council of Australia estimated the 2006 damage at $540 million, with the 2011 estimated normalised cost of $609 million.","3/20/2006 0:00","3/20/2006 0:00",-17.51965332,146.0728455,NA,"",0,0,30,0,5.4e+08,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=448",NA,0,10000,0
"168",168,168,446,451,"Disaster Event","Cyclone/Tornado","On 14 August 1971 at Kin Kin, a small area between Noosa and Gympie north of Brisbane, a tornado struck and killed three people and destroyed eight farmhouses and caused considerable damage to a part of the town. The storm descended on the valley 9.30pm on a Saturday night commencing with a hail storm with hail stones the size of cricket balls.  'One resident... 'looked out the window and when the lightning flashed on top of the mountain behind the house, I could see a wall as white as snow. It was about halfway down the mountain. Then the hail came - I have never seen hail so big. Suddenly there was a terrific roar. The house stated to lurch and the lights went out.' The resident and his wife managed to reach the kitchen in the downstairs portion of the house. The next thing he knew was that he was lying in a bath tub which had been blown into the yard amid sheets of roofing iron.' The Gympie Times 17 August 1971.  Relief grants were immediately made available of $500 as announced by the Minister of Works and Housing.","8/14/1971 0:00","8/14/1971 0:00",-27.47023964,153.0235443,NA,"",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=451",NA,0,0,0
"169",169,169,447,452,"Disaster Event","Storm/Flood","On 12 February 1992, hail stones measuring up to 7.5 cm fell in western suburbs of Girraween and Toongabbie, Sydney. Approximately 3000 homes and 7000 vehicles were damaged.  In addition, the State was ravaged by a series of severe storms including flash floods and hail which damaged homes and other buildings along the coast including Sydney and Newcastle.  The Insurance Council of Australia estimated the 1992 damage at $118 million, with the 2011 estimated normalised cost of $441 million.","2/12/1992 0:00","2/13/1992 0:00",-33.73226166,151.1278381,NA,"",0,0,1,0,1.18e+08,0,0,3000,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=452",NA,1,3000,7000
"170",170,170,453,458,"Disaster Event","Cyclone/Tornado","Tropical Cyclone Alby formed north- west of Port Hedland and was detected on 27 March 1978. The cyclone passed close to the south-west corner of Western Australia on 4 April 1978, killing five people and causing widespread but mostly minor damage to the south-west. Storm surges and large waves caused coastal inundation and erosion from Perth to Busselton, while very strong winds caused fires that burned hectares of forest and farming land. In terms of damage it is estimated that 'Alby' was the most devastating storm on record to affect the south-western areas of Western Australia.  The Insurance Council of Australia estimated the 1978 damage at $13 million, with the 2011 estimated normalised cost of $265 million.","3/27/1978 0:00","4/04/1978 0:00",-20.31162643,118.5752563,NA,"",0,20,0,5,1.3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=458",NA,8,0,0
"171",171,171,457,462,"Disaster Event","Bushfire","Red Tuesday occurred on 1 February 1898 when in the southern Gippsland area of Victoria 260,000 ha were burnt, 12 people were killed and 2000 buildings were destroyed. The fires affected the Cranbourne, Traralgon, Neerim South and Poowong areas.","02/01/1898 00:00:00","02/02/1898 00:00:00",-38.19710922,146.5346222,NA,"",0,2500,0,12,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Victoria",NA,"http://www.emknowledge.gov.au/resource/?id=462",NA,1,2000,0
"172",172,172,460,465,"Disaster Event","Earthquake","A series of three powerful earthquakes ranging from 6.3 to 6.7 in magnitude shook the region with each occurring about half an hour apart and lasting up to 45 seconds.  The main infrastructure damage was the severe warping of a major natural gas pipeline as large ground ruptures occurred.  The most serious effect was on the town's hospital which was structurally damaged.","1/22/1988 0:00","1/22/1988 0:00",-19.64363861,134.1915588,NA,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Northern Territory",NA,"http://www.emknowledge.gov.au/resource/?id=465",NA,0,0,0
"173",173,173,461,466,"Disaster Event","Cyclone/Tornado","A tropical cyclone with winds estimated at 175 km per hour caused 40 deaths and widespread destruction in the Broome region.  Twenty houses were destroyed and over 70 damaged. The housing damage was estimated at 20,000 pounds.  There were 34 pearling boats wrecked or sunk and a further 67 blown ashore.","11/19/1910 0:00","11/19/1910 0:00",-17.95405579,122.2489929,NA,"",0,0,0,40,0,0,0,70,20,0,0,0,0,0,0,0,0,0,0,0,67,34,0,0,0,0,0,0,0,"Western Australia",NA,"http://www.emknowledge.gov.au/resource/?id=466",NA,0,90,101
"174",174,174,464,469,"Disaster Event","Bushfire","In January 1987 the south-west region of New South Wales experienced serious bushfires. On January 16 the township of Cootamundra experienced a severe fire which burnt an area of approximately 19,000 ha. Other towns that were affected included, Deniliquin, Gundagai, Bethungra Hills, Frampton, Brawlin and Muttama.","1/17/1987 0:00","1/20/1987 0:00",-34.63893127,148.0243835,NA,"",0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=469",NA,3,0,0
"175",175,175,469,474,"Disaster Event","Cyclone/Tornado","Cyclone Leonta hit Townsville on the 9 March 1903, resulting in the grammar school and hospitals being destroyed. Ten people died as a result, with eight deaths occurring in the collapsed hospital.  The damage in 1903 was estimated at approximately &pound;250,000.","3/09/1903 0:00","3/09/1903 0:00",-19.25200272,146.8206024,NA,"",0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=474",NA,0,2,0
"176",176,176,471,476,"Disaster Event","Bushfire","During mid November 1997 New South Wales experienced several serious bushfires that threatened many communities in and around the Sydney region. Major areas that were affected included Burragorang, Piliga, Hawkesbury, Hunter, Shoalhaven, Central Coast and Sydney's south, in particular Menai. In total twenty local government areas were affected.  The bushfires caused widespread damage to the affected regions destroying around 500,000 ha. Approximately 5000 firerfighters were utilised to control the fires and sixty fixed wing aircraft were involved with various projects. The fires destroyed ten houses and four firefighters lost their lives.","11/20/1997 0:00","12/20/1997 0:00",-30.34799194,148.890152,NA,"",0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New South Wales",NA,"http://www.emknowledge.gov.au/resource/?id=476",NA,30,10,0
"177",177,177,476,481,"Disaster Event","Storm/Flood","As a result of Tropical Cyclone Elllie, flooding in Queensland affected the townships between Townsville and Cairns. In addition further heavy rain fell between 6 and 7 February, with Ingham receiving 236 mm, raising the floodwater level to over 12.5 metres.  The monsoonal rain in North Queensland affected 62 per cent of the State. One of the heaviest falls was in Clonclurry which recorded more than 400 mm.&nbsp;An area of over one million square km was declared a disaster zone as flood waters continued to rise.  The Insurance Council of Australia estimated the 2009 damage at $19 million with the 2012 estimated normalised cost of $22 million.  This is the combined total for resulting floods from two events: Tropical Cyclone Charlotte and Tropical Cyclone Ellie. (see separate entry for North Queensland floods 12 January 2009).","1/31/2009 0:00","2/07/2009 0:00",-18.6511116,146.1546173,NA,"",0,0,0,1,1.9e+07,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Queensland",NA,"http://www.emknowledge.gov.au/resource/?id=481",NA,7,3000,0
